"activity" "subject" "variable" "stat" "avgMeasurement"
"WALKING" 6 "tBodyAccMag" "std" -0.340812702615385
"WALKING" 6 "tBodyGyroJerkMag" "mean" -0.436118783855385
"WALKING" 6 "tBodyGyroJerkMag" "std" -0.477593035448923
"WALKING" 6 "tBodyGyroMag" "mean" -0.251468256692923
"WALKING" 6 "tBodyGyroMag" "std" -0.363544300165538
"WALKING" 6 "tGravityAccMag" "mean" -0.165158259013538
"WALKING" 6 "tGravityAccMag" "std" -0.340812702615385
"WALKING" 7 "fBodyAccMag" "mean" -0.285035894110942
"WALKING" 7 "fBodyAccMag" "std" -0.498067770308442
"WALKING" 7 "fBodyBodyAccJerkMag" "mean" -0.22554356021461
"WALKING" 7 "fBodyBodyAccJerkMag" "std" -0.237402454388961
"WALKING" 7 "fBodyBodyGyroJerkMag" "mean" -0.543434579314935
"WALKING" 7 "fBodyBodyGyroJerkMag" "std" -0.554929802876299
"WALKING" 7 "fBodyBodyGyroMag" "mean" -0.428562118238312
"WALKING" 7 "fBodyBodyGyroMag" "std" -0.475397607633117
"WALKING" 7 "tBodyAccJerkMag" "mean" -0.241086250001299
"WALKING" 7 "tBodyAccJerkMag" "std" -0.228040201431494
"WALKING" 7 "tBodyAccMag" "mean" -0.16917187141476
"WALKING" 7 "tBodyAccMag" "std" -0.353874114753247
"WALKING" 7 "tBodyGyroJerkMag" "mean" -0.482271083816883
"WALKING" 7 "tBodyGyroJerkMag" "std" -0.533672152223182
"WALKING" 7 "tBodyGyroMag" "mean" -0.271259957708442
"WALKING" 7 "tBodyGyroMag" "std" -0.392702955305844
"WALKING" 7 "tGravityAccMag" "mean" -0.16917187141476
"WALKING" 7 "tGravityAccMag" "std" -0.353874114753247
"WALKING" 8 "fBodyAccMag" "mean" -0.352187930272727
"WALKING" 8 "fBodyAccMag" "std" -0.551968461616162
"WALKING" 8 "fBodyBodyAccJerkMag" "mean" -0.258557439239394
"WALKING" 8 "fBodyBodyAccJerkMag" "std" -0.232031751187576
"WALKING" 8 "fBodyBodyGyroJerkMag" "mean" -0.580710048131313
"WALKING" 8 "fBodyBodyGyroJerkMag" "std" -0.557322236161616
"WALKING" 8 "fBodyBodyGyroMag" "mean" -0.507691938787879
"WALKING" 8 "fBodyBodyGyroMag" "std" -0.579061435545455
"WALKING" 8 "tBodyAccJerkMag" "mean" -0.276588651139485
"WALKING" 8 "tBodyAccJerkMag" "std" -0.243823199423232
"WALKING" 8 "tBodyAccMag" "mean" -0.213301493333333
"WALKING" 8 "tBodyAccMag" "std" -0.419271338434343
"WALKING" 8 "tBodyGyroJerkMag" "mean" -0.531211538050505
"WALKING" 8 "tBodyGyroJerkMag" "std" -0.556139011686869
"WALKING" 8 "tBodyGyroMag" "mean" -0.371255480741414
"WALKING" 8 "tBodyGyroMag" "std" -0.495960590252525
"WALKING" 8 "tGravityAccMag" "mean" -0.213301493333333
"WALKING" 8 "tGravityAccMag" "std" -0.419271338434343
"WALKING_DOWNSTAIRS" 17 "fBodyAccMag" "mean" 0.210853784900295
"WALKING_DOWNSTAIRS" 17 "fBodyAccMag" "std" -0.0491831630619469
"WALKING_DOWNSTAIRS" 17 "fBodyBodyAccJerkMag" "mean" 0.0879835967313569
"WALKING_DOWNSTAIRS" 17 "fBodyBodyAccJerkMag" "std" 0.00180119469174041
"WALKING_DOWNSTAIRS" 17 "fBodyBodyGyroJerkMag" "mean" -0.382411671860767
"WALKING_DOWNSTAIRS" 17 "fBodyBodyGyroJerkMag" "std" -0.456729859962625
"WALKING_DOWNSTAIRS" 17 "fBodyBodyGyroMag" "mean" -0.217280502841298
"WALKING_DOWNSTAIRS" 17 "fBodyBodyGyroMag" "std" -0.306354767010472
"WALKING_DOWNSTAIRS" 17 "tBodyAccJerkMag" "mean" -0.044835083530649
"WALKING_DOWNSTAIRS" 17 "tBodyAccJerkMag" "std" 0.0554233111869911
"WALKING_DOWNSTAIRS" 17 "tBodyAccMag" "mean" 0.163776573340442
"WALKING_DOWNSTAIRS" 17 "tBodyAccMag" "std" 0.163188953776932
"WALKING_DOWNSTAIRS" 17 "tBodyGyroJerkMag" "mean" -0.356522454753687
"WALKING_DOWNSTAIRS" 17 "tBodyGyroJerkMag" "std" -0.394738198560177
"WALKING_DOWNSTAIRS" 17 "tBodyGyroMag" "mean" -0.0585780650354867
"WALKING_DOWNSTAIRS" 17 "tBodyGyroMag" "std" -0.181785237414749
"WALKING_DOWNSTAIRS" 17 "tGravityAccMag" "mean" 0.163776573340442
"WALKING_DOWNSTAIRS" 17 "tGravityAccMag" "std" 0.163188953776932
"WALKING_DOWNSTAIRS" 19 "fBodyAccMag" "mean" 0.115942765148333
"WALKING_DOWNSTAIRS" 19 "fBodyAccMag" "std" -0.09223886025775
"WALKING_DOWNSTAIRS" 19 "fBodyBodyAccJerkMag" "mean" -0.0347114263135278
"WALKING_DOWNSTAIRS" 19 "fBodyBodyAccJerkMag" "std" -0.0844331231714717
"WALKING_DOWNSTAIRS" 19 "fBodyBodyGyroJerkMag" "mean" -0.465787240073056
"WALKING_DOWNSTAIRS" 19 "fBodyBodyGyroJerkMag" "std" -0.521387269125
"WALKING_DOWNSTAIRS" 19 "fBodyBodyGyroMag" "mean" -0.311779236875556
"WALKING_DOWNSTAIRS" 19 "fBodyBodyGyroMag" "std" -0.371008742960833
"WALKING_DOWNSTAIRS" 19 "tBodyAccJerkMag" "mean" -0.13094382393425
"WALKING_DOWNSTAIRS" 19 "tBodyAccJerkMag" "std" -0.0520010439524722
"WALKING_DOWNSTAIRS" 19 "tBodyAccMag" "mean" 0.0862466464533056
"WALKING_DOWNSTAIRS" 19 "tBodyAccMag" "std" 0.0937482049716667
"WALKING_DOWNSTAIRS" 19 "tBodyGyroJerkMag" "mean" -0.432732580733333
"WALKING_DOWNSTAIRS" 19 "tBodyGyroJerkMag" "std" -0.472854901396278
"WALKING_DOWNSTAIRS" 19 "tBodyGyroMag" "mean" -0.134472345565278
"WALKING_DOWNSTAIRS" 19 "tBodyGyroMag" "std" -0.267524651434667
"WALKING_DOWNSTAIRS" 19 "tGravityAccMag" "mean" 0.0862466464533056
"WALKING_DOWNSTAIRS" 19 "tGravityAccMag" "std" 0.0937482049716667
"WALKING_DOWNSTAIRS" 21 "fBodyAccMag" "mean" 0.127586448730343
"WALKING_DOWNSTAIRS" 21 "fBodyAccMag" "std" -0.0746178572030882
"WALKING_DOWNSTAIRS" 21 "fBodyBodyAccJerkMag" "mean" -0.00328371332254902
"WALKING_DOWNSTAIRS" 21 "fBodyBodyAccJerkMag" "std" -0.0331623511340686
"WALKING_DOWNSTAIRS" 21 "fBodyBodyGyroJerkMag" "mean" -0.437421454047794
"WALKING_DOWNSTAIRS" 21 "fBodyBodyGyroJerkMag" "std" -0.464262167891912
"WALKING_DOWNSTAIRS" 21 "fBodyBodyGyroMag" "mean" -0.301254384138554
"WALKING_DOWNSTAIRS" 21 "fBodyBodyGyroMag" "std" -0.37099067481201
"WALKING_DOWNSTAIRS" 21 "tBodyAccJerkMag" "mean" -0.132531109389387
"WALKING_DOWNSTAIRS" 21 "tBodyAccJerkMag" "std" -0.0119178514015441
"WALKING_DOWNSTAIRS" 21 "tBodyAccMag" "mean" 0.0716770172544363
"WALKING_DOWNSTAIRS" 21 "tBodyAccMag" "std" 0.110665114724779
"WALKING_DOWNSTAIRS" 21 "tBodyGyroJerkMag" "mean" -0.427929331683824
"WALKING_DOWNSTAIRS" 21 "tBodyGyroJerkMag" "std" -0.430993451847059
"WALKING_DOWNSTAIRS" 21 "tBodyGyroMag" "mean" -0.152311742986225
"WALKING_DOWNSTAIRS" 21 "tBodyGyroMag" "std" -0.263419950731127
"WALKING_DOWNSTAIRS" 21 "tGravityAccMag" "mean" 0.0716770172544363
"WALKING_DOWNSTAIRS" 21 "tGravityAccMag" "std" 0.110665114724779
"WALKING_DOWNSTAIRS" 22 "fBodyAccMag" "mean" 0.118970547623411
"WALKING_DOWNSTAIRS" 22 "fBodyAccMag" "std" -0.0860355084588629
"WALKING_DOWNSTAIRS" 22 "fBodyBodyAccJerkMag" "mean" -0.0310854622093311
"WALKING_DOWNSTAIRS" 22 "fBodyBodyAccJerkMag" "std" -0.0539065601068896
"WALKING_DOWNSTAIRS" 22 "fBodyBodyGyroJerkMag" "mean" -0.468392420395853
"WALKING_DOWNSTAIRS" 22 "fBodyBodyGyroJerkMag" "std" -0.50832448313913
"WALKING_DOWNSTAIRS" 22 "fBodyBodyGyroMag" "mean" -0.328638515169231
"WALKING_DOWNSTAIRS" 22 "fBodyBodyGyroMag" "std" -0.398358415541806
"WALKING_DOWNSTAIRS" 22 "tBodyAccJerkMag" "mean" -0.13639397362408
"WALKING_DOWNSTAIRS" 22 "tBodyAccJerkMag" "std" -0.0367287609598662
"WALKING_DOWNSTAIRS" 22 "tBodyAccMag" "mean" 0.0887752637654849
"WALKING_DOWNSTAIRS" 22 "tBodyAccMag" "std" 0.0988683533488294
"WALKING_DOWNSTAIRS" 22 "tBodyGyroJerkMag" "mean" -0.45120238290301
"WALKING_DOWNSTAIRS" 22 "tBodyGyroJerkMag" "std" -0.468419057208027
"WALKING_DOWNSTAIRS" 22 "tBodyGyroMag" "mean" -0.174138494801672
"WALKING_DOWNSTAIRS" 22 "tBodyGyroMag" "std" -0.294642402314515
"WALKING_DOWNSTAIRS" 22 "tGravityAccMag" "mean" 0.0887752637654849
"WALKING_DOWNSTAIRS" 22 "tGravityAccMag" "std" 0.0988683533488294
"WALKING_UPSTAIRS" 8 "fBodyAccMag" "mean" -0.245124092802198
"WALKING_UPSTAIRS" 8 "fBodyAccMag" "std" -0.396904998351648
"WALKING_UPSTAIRS" 8 "fBodyBodyAccJerkMag" "mean" -0.318430047488462
"WALKING_UPSTAIRS" 8 "fBodyBodyAccJerkMag" "std" -0.423181427362637
"WALKING_UPSTAIRS" 8 "fBodyBodyGyroJerkMag" "mean" -0.646046906428571
"WALKING_UPSTAIRS" 8 "fBodyBodyGyroJerkMag" "std" -0.702101706373626
"WALKING_UPSTAIRS" 8 "fBodyBodyGyroMag" "mean" -0.417705721892308
"WALKING_UPSTAIRS" 8 "fBodyBodyGyroMag" "std" -0.351224199320879
"WALKING_UPSTAIRS" 8 "tBodyAccJerkMag" "mean" -0.336873031474176
"WALKING_UPSTAIRS" 8 "tBodyAccJerkMag" "std" -0.359530805700549
"WALKING_UPSTAIRS" 8 "tBodyAccMag" "mean" -0.0587592178145055
"WALKING_UPSTAIRS" 8 "tBodyAccMag" "std" -0.267409300181319
"WALKING_UPSTAIRS" 8 "tBodyGyroJerkMag" "mean" -0.58020241106044
"WALKING_UPSTAIRS" 8 "tBodyGyroJerkMag" "std" -0.658679261703297
"WALKING_UPSTAIRS" 8 "tBodyGyroMag" "mean" -0.178359757764835
"WALKING_UPSTAIRS" 8 "tBodyGyroMag" "std" -0.301842560771429
"WALKING_UPSTAIRS" 8 "tGravityAccMag" "mean" -0.0587592178145055
"WALKING_UPSTAIRS" 8 "tGravityAccMag" "std" -0.267409300181319
"WALKING_UPSTAIRS" 11 "fBodyAccMag" "mean" -0.260560775750316
"WALKING_UPSTAIRS" 11 "fBodyAccMag" "std" -0.372706996753165
"WALKING_UPSTAIRS" 11 "fBodyBodyAccJerkMag" "mean" -0.344798989125316
"WALKING_UPSTAIRS" 11 "fBodyBodyAccJerkMag" "std" -0.438502786995886
"WALKING_UPSTAIRS" 11 "fBodyBodyGyroJerkMag" "mean" -0.654820731202532
"WALKING_UPSTAIRS" 11 "fBodyBodyGyroJerkMag" "std" -0.699358217848101
"WALKING_UPSTAIRS" 11 "fBodyBodyGyroMag" "mean" -0.470860133405063
"WALKING_UPSTAIRS" 11 "fBodyBodyGyroMag" "std" -0.420367917386076
"WALKING_UPSTAIRS" 11 "tBodyAccJerkMag" "mean" -0.367603467965506
"WALKING_UPSTAIRS" 11 "tBodyAccJerkMag" "std" -0.381566421265823
"WALKING_UPSTAIRS" 11 "tBodyAccMag" "mean" -0.0983695172312025
"WALKING_UPSTAIRS" 11 "tBodyAccMag" "std" -0.256780093500949
"WALKING_UPSTAIRS" 11 "tBodyGyroJerkMag" "mean" -0.602654152151899
"WALKING_UPSTAIRS" 11 "tBodyGyroJerkMag" "std" -0.662829394113924
"WALKING_UPSTAIRS" 11 "tBodyGyroMag" "mean" -0.199867604682057
"WALKING_UPSTAIRS" 11 "tBodyGyroMag" "std" -0.372691768952848
"WALKING_UPSTAIRS" 11 "tGravityAccMag" "mean" -0.0983695172312025
"WALKING_UPSTAIRS" 11 "tGravityAccMag" "std" -0.256780093500949
"WALKING_UPSTAIRS" 14 "fBodyAccMag" "mean" -0.280296915310341
"WALKING_UPSTAIRS" 14 "fBodyAccMag" "std" -0.377949575931889
"WALKING_UPSTAIRS" 14 "fBodyBodyAccJerkMag" "mean" -0.35833718743839
"WALKING_UPSTAIRS" 14 "fBodyBodyAccJerkMag" "std" -0.435020391027864
"WALKING_UPSTAIRS" 14 "fBodyBodyGyroJerkMag" "mean" -0.684770517964396
"WALKING_UPSTAIRS" 14 "fBodyBodyGyroJerkMag" "std" -0.726610025634675
"WALKING_UPSTAIRS" 14 "fBodyBodyGyroMag" "mean" -0.471934851962848
"WALKING_UPSTAIRS" 14 "fBodyBodyGyroMag" "std" -0.398328974185449
"WALKING_UPSTAIRS" 14 "tBodyAccJerkMag" "mean" -0.405103003003096
"WALKING_UPSTAIRS" 14 "tBodyAccJerkMag" "std" -0.388337648618266
"WALKING_UPSTAIRS" 14 "tBodyAccMag" "mean" -0.116373459690526
"WALKING_UPSTAIRS" 14 "tBodyAccMag" "std" -0.268835611148037
"WALKING_UPSTAIRS" 14 "tBodyGyroJerkMag" "mean" -0.630312426226006
"WALKING_UPSTAIRS" 14 "tBodyGyroJerkMag" "std" -0.692651958876161
"WALKING_UPSTAIRS" 14 "tBodyGyroMag" "mean" -0.1978976170387
"WALKING_UPSTAIRS" 14 "tBodyGyroMag" "std" -0.358032050221424
"WALKING_UPSTAIRS" 14 "tGravityAccMag" "mean" -0.116373459690526
"WALKING_UPSTAIRS" 14 "tGravityAccMag" "std" -0.268835611148037
"WALKING_UPSTAIRS" 15 "fBodyAccMag" "mean" -0.291064029740549
"WALKING_UPSTAIRS" 15 "fBodyAccMag" "std" -0.380322807125
"WALKING_UPSTAIRS" 15 "fBodyBodyAccJerkMag" "mean" -0.388876358200915
"WALKING_UPSTAIRS" 15 "fBodyBodyAccJerkMag" "std" -0.462053162448171
"WALKING_UPSTAIRS" 15 "fBodyBodyGyroJerkMag" "mean" -0.676269532286585
"WALKING_UPSTAIRS" 15 "fBodyBodyGyroJerkMag" "std" -0.720222477987805
"WALKING_UPSTAIRS" 15 "fBodyBodyGyroMag" "mean" -0.455635082869817
"WALKING_UPSTAIRS" 15 "fBodyBodyGyroMag" "std" -0.36387768403872
"WALKING_UPSTAIRS" 15 "tBodyAccJerkMag" "mean" -0.427486129097561
"WALKING_UPSTAIRS" 15 "tBodyAccJerkMag" "std" -0.417525517957317
"WALKING_UPSTAIRS" 15 "tBodyAccMag" "mean" -0.125396292821921
"WALKING_UPSTAIRS" 15 "tBodyAccMag" "std" -0.274863379725915
"WALKING_UPSTAIRS" 15 "tBodyGyroJerkMag" "mean" -0.625370002896341
"WALKING_UPSTAIRS" 15 "tBodyGyroJerkMag" "std" -0.684948049939024
"WALKING_UPSTAIRS" 15 "tBodyGyroMag" "mean" -0.158784451766768
"WALKING_UPSTAIRS" 15 "tBodyGyroMag" "std" -0.327578335903049
"WALKING_UPSTAIRS" 15 "tGravityAccMag" "mean" -0.125396292821921
"WALKING_UPSTAIRS" 15 "tGravityAccMag" "std" -0.274863379725915
"WALKING_UPSTAIRS" 16 "fBodyAccMag" "mean" -0.22784183820929
"WALKING_UPSTAIRS" 16 "fBodyAccMag" "std" -0.303091093303279
"WALKING_UPSTAIRS" 16 "fBodyBodyAccJerkMag" "mean" -0.34378558310765
"WALKING_UPSTAIRS" 16 "fBodyBodyAccJerkMag" "std" -0.412113818906393
"WALKING_UPSTAIRS" 16 "fBodyBodyGyroJerkMag" "mean" -0.631415911857923
"WALKING_UPSTAIRS" 16 "fBodyBodyGyroJerkMag" "std" -0.675197263019126
"WALKING_UPSTAIRS" 16 "fBodyBodyGyroMag" "mean" -0.416257633945628
"WALKING_UPSTAIRS" 16 "fBodyBodyGyroMag" "std" -0.351746244630601
"WALKING_UPSTAIRS" 16 "tBodyAccJerkMag" "mean" -0.389642524433607
"WALKING_UPSTAIRS" 16 "tBodyAccJerkMag" "std" -0.370524619592896
"WALKING_UPSTAIRS" 16 "tBodyAccMag" "mean" -0.0814713751308743
"WALKING_UPSTAIRS" 16 "tBodyAccMag" "std" -0.194738624983333
"WALKING_UPSTAIRS" 16 "tBodyGyroJerkMag" "mean" -0.588733851309016
"WALKING_UPSTAIRS" 16 "tBodyGyroJerkMag" "std" -0.638395822677596
"WALKING_UPSTAIRS" 16 "tBodyGyroMag" "mean" -0.152805315294044
"WALKING_UPSTAIRS" 16 "tBodyGyroMag" "std" -0.303081060248087
"WALKING_UPSTAIRS" 16 "tGravityAccMag" "mean" -0.0814713751308743
"WALKING_UPSTAIRS" 16 "tGravityAccMag" "std" -0.194738624983333
"WALKING_UPSTAIRS" 17 "fBodyAccMag" "mean" -0.283675814137931
"WALKING_UPSTAIRS" 17 "fBodyAccMag" "std" -0.371733892068966
"WALKING_UPSTAIRS" 17 "fBodyBodyAccJerkMag" "mean" -0.361610283793103
"WALKING_UPSTAIRS" 17 "fBodyBodyAccJerkMag" "std" -0.411400427241379
"WALKING_UPSTAIRS" 17 "fBodyBodyGyroJerkMag" "mean" -0.635339485517241
"WALKING_UPSTAIRS" 17 "fBodyBodyGyroJerkMag" "std" -0.645898512758621
"WALKING_UPSTAIRS" 17 "fBodyBodyGyroMag" "mean" -0.531539754482759
"WALKING_UPSTAIRS" 17 "fBodyBodyGyroMag" "std" -0.530382585517241
"WALKING_UPSTAIRS" 17 "tBodyAccJerkMag" "mean" -0.429750497586207
"WALKING_UPSTAIRS" 17 "tBodyAccJerkMag" "std" -0.38121054862069
"WALKING_UPSTAIRS" 17 "tBodyAccMag" "mean" -0.151692671117241
"WALKING_UPSTAIRS" 17 "tBodyAccMag" "std" -0.266648709310345
"WALKING_UPSTAIRS" 17 "tBodyGyroJerkMag" "mean" -0.641392463448276
"WALKING_UPSTAIRS" 17 "tBodyGyroJerkMag" "std" -0.628268587586207
"WALKING_UPSTAIRS" 17 "tBodyGyroMag" "mean" -0.266119892931034
"WALKING_UPSTAIRS" 17 "tBodyGyroMag" "std" -0.476682076896552
"WALKING_UPSTAIRS" 17 "tGravityAccMag" "mean" -0.151692671117241
"WALKING_UPSTAIRS" 17 "tGravityAccMag" "std" -0.266648709310345
